date,season,neutral,playoff,team1,team2,elo1,elo2,elo_prob1,score1,score2,result1
1923-12-01,1923,0,0,RCH,BFF,1389.082,1546.662,0.369832998007977,0,13,0
1923-12-02,1923,0,0,CHI,MIL,1648.912,1502.447,0.771586357213865,0,0,0.5
1923-12-02,1923,0,0,COL,DAY,1436.688,1451.414,0.571849336406285,30,3,1
1923-12-02,1923,0,0,ARI,OOR,1567.271,1272.903,0.887822410549135,22,19,1
1923-12-02,1923,0,0,RAC,MNN,1452.047,1432.318,0.619573732053087,23,0,1
1923-12-02,1923,0,0,CBD,BFF,1734.669,1565.394,0.793899883143572,14,0,1
1923-12-09,1923,0,0,ARI,MIL,1569.945,1510.73,0.671513641062889,12,14,0
1923-12-09,1923,0,0,LOU,OOR,1371.093,1270.23,0.722076296348873,0,19,0
1923-12-09,1923,0,0,CHI,RII,1640.629,1515.278,0.749462643563158,29,7,1
1923-12-09,1923,0,0,COL,CBD,1464.584,1744.757,0.224673611173062,0,10,0
1924-09-27,1924,0,0,FYJ,RCH,1413.889,1415.234,0.590595487955743,21,0,1
1924-09-28,1924,0,0,RII,CHI,1502.212,1605.059,0.445748208026773,0,0,0.5
1924-09-28,1924,0,0,DUL,GB,1415.108,1535.792,0.420543451778599,6,3,1
1924-09-28,1924,0,0,RAC,HAM,1485.22,1428.645,0.66815273100308,10,0,1
1924-09-28,1924,0,0,ARI,MIL,1537.871,1519.245,0.618076038042448,17,7,1
1924-10-04,1924,0,0,FYJ,KEN,1438.487,1300,0.763391717238716,31,6,1
1924-10-05,1924,0,0,MNN,DUL,1441.023,1431.591,0.605507073244928,0,3,0
1924-10-05,1924,0,0,CIB,CHI,1415.865,1603.405,0.330616744081545,16,14,1
1924-10-05,1924,0,0,RCH,AKR,1390.636,1469.465,0.480108972452465,0,3,0
1924-10-05,1924,0,0,BFF,COL,1538.537,1471.513,0.681351830981938,13,0,1
1924-10-05,1924,0,0,RII,RAC,1503.867,1500.302,0.59741165874646,9,0,1
1924-10-05,1924,0,0,MIL,KCB,1501.599,1300,0.822688156485075,3,0,1
1924-10-05,1924,0,0,ARI,GB,1555.517,1519.309,0.641665465064612,3,0,1
1924-10-05,1924,0,0,DAY,FYJ,1450.678,1452.599,0.589793531090979,19,7,1
1924-10-11,1924,0,0,FYJ,CIB,1432.143,1431.44,0.593442961993707,3,3,0.5
1924-10-12,1924,0,0,BFF,DAY,1554.403,1471.135,0.701300667418269,0,7,0
1924-10-12,1924,0,0,CIB,AKR,1434.29,1482.693,0.523866851246903,29,14,1
1924-10-12,1924,0,0,RCH,COL,1377.407,1455.646,0.480956763402715,7,15,0
1924-10-12,1924,0,0,CHI,RAC,1587.829,1482.322,0.727409156472127,10,10,0.5
1924-10-12,1924,0,0,ARI,MNN,1565.015,1423.647,0.76637416938898,13,0,1
1924-10-12,1924,0,0,MIL,KEN,1505.984,1285.887,0.837691392134633,21,0,1
1924-10-12,1924,0,0,GB,KCB,1509.81,1295.615,0.833018888033438,16,0,1
1924-10-12,1924,0,0,RII,HAM,1521.846,1413.563,0.73056620035978,26,0,1
1924-10-18,1924,0,0,FYJ,COL,1429.293,1476.655,0.525361338982188,23,7,1
1924-10-19,1924,0,0,RII,DAY,1538.31,1502.409,0.641259021704232,20,0,1
1924-10-19,1924,0,0,RAC,KCB,1489.258,1287.219,0.823057326415981,13,3,1
1924-10-19,1924,0,0,GB,MIL,1518.207,1514.867,0.597100108686003,17,0,1
1924-10-19,1924,0,0,BFF,RCH,1523.129,1356.398,0.79149340333148,26,0,1
1924-10-19,1924,0,0,KEN,HAM,1277.005,1397.1,0.421369907026208,6,6,0.5
1924-10-19,1924,0,0,CHI,ARI,1580.894,1576.289,0.598850687366307,6,0,1
1924-10-26,1924,0,0,DUL,KEN,1448.967,1279.403,0.794171955943045,32,0,1
1924-10-26,1924,0,0,GB,MNN,1540.796,1412.373,0.752768442705287,19,0,1
1924-10-26,1924,0,0,CIB,RCH,1460.495,1343.964,0.739809070879,59,0,1
1924-10-26,1924,0,0,KCB,RII,1279.652,1559.196,0.225304969141468,23,7,1
1924-10-26,1924,0,0,BFF,AKR,1535.564,1456.488,0.696221306528383,17,13,1
1924-10-26,1924,0,0,ARI,HAM,1561.155,1394.702,0.791229180626126,3,6,0
1924-10-26,1924,0,0,MIL,RAC,1492.278,1496.825,0.586131394465734,0,10,0
1924-10-26,1924,0,0,DAY,COL,1481.523,1449.974,0.635475719449422,6,17,0
1924-10-26,1924,0,0,CHI,FYJ,1596.027,1455.974,0.765016113390167,33,3,1
1924-11-01,1924,0,0,FYJ,AKR,1441.211,1447.311,0.583961112008462,23,0,1
1924-11-02,1924,0,0,MNN,DUL,1398.758,1461.974,0.502567359815222,0,6,0
1924-11-02,1924,0,0,CIB,DAY,1480.177,1448.491,0.635658384418224,35,0,1
1924-11-02,1924,0,0,COL,AKR,1483.006,1421.557,0.674344043724352,30,0,1
1924-11-02,1924,0,0,KCB,HAM,1328.293,1419.219,0.462758584913402,0,6,0
1924-11-02,1924,0,0,CHI,RII,1610.789,1510.555,0.721349079553342,3,3,0.5
1924-11-02,1924,0,0,GB,RAC,1554.411,1525.729,0.631644199923176,6,3,1
1924-11-02,1924,0,0,ARI,MIL,1536.638,1463.374,0.689099246287395,8,17,0
1924-11-02,1924,0,0,BFF,FYJ,1544.741,1466.966,0.694635046940657,0,24,0
1924-11-08,1924,0,0,FYJ,KCB,1514.788,1310.493,0.824940685594523,42,7,1
1924-11-09,1924,0,0,ARI,DAY,1502.776,1423.478,0.696491518348837,23,0,1
1924-11-09,1924,0,0,GB,DUL,1564.207,1481.549,0.700564577817326,13,0,1
1924-11-09,1924,0,0,BFF,KEN,1496.919,1266.396,0.845687108130308,27,0,1
1924-11-09,1924,0,0,AKR,CIB,1400.406,1505.19,0.442995152960292,7,20,0
1924-11-09,1924,0,0,CHI,COL,1604.039,1504.156,0.720942764504998,12,6,1
1924-11-09,1924,0,0,RAC,RII,1515.933,1517.305,0.590557906956334,3,6,0
1924-11-09,1924,0,0,MIL,MNN,1497.237,1379.183,0.741493111310768,28,7,1
1924-11-11,1924,0,0,KCB,MIL,1299.314,1511.99,0.299413686638088,7,3,1
1924-11-15,1924,0,0,FYJ,MNN,1525.966,1364.429,0.786516104246517,39,7,1
1924-11-16,1924,0,0,CHI,RAC,1614.142,1499.072,0.73818691741133,3,3,0.5
1924-11-16,1924,0,0,MIL,GB,1487.817,1579.018,0.462365046920336,10,17,0
1924-11-16,1924,0,0,BFF,DAY,1505.985,1405.374,0.721785087364425,14,6,1
1924-11-16,1924,0,0,ARI,AKR,1520.88,1377.44,0.768502918120234,13,0,1
1924-11-16,1924,0,0,COL,RCH,1494.053,1324.282,0.794366668015031,16,0,1
1924-11-16,1924,0,0,CIB,FYJ,1528.157,1539.502,0.57660771002753,7,12,0
1924-11-16,1924,0,0,RII,KCB,1534.167,1323.488,0.830184567381725,17,0,1
1924-11-22,1924,0,0,FYJ,MIL,1560.681,1468.814,0.711565416038372,21,6,1
1924-11-22,1924,0,0,RCH,BFF,1313.753,1517.355,0.31048406086019,0,16,0
1924-11-23,1924,0,0,RII,DUL,1542.89,1466.738,0.692649695544201,0,9,0
1924-11-23,1924,0,0,CIB,COL,1506.977,1504.581,0.595792131588549,7,0,1
1924-11-23,1924,0,0,CHI,GB,1606.878,1598.021,0.604716151929876,3,0,1
1924-11-23,1924,0,0,BFF,MIL,1533.906,1453.884,0.697371806377018,0,23,0
1924-11-23,1924,0,0,ARI,RAC,1532.041,1506.336,0.627648022392046,10,10,0.5
1924-11-27,1924,0,0,CIB,MIL,1523.288,1501.338,0.622582567359927,53,10,1
1924-11-27,1924,0,0,AKR,BFF,1366.279,1486.452,0.421260435923466,22,0,1
1924-11-27,1924,0,0,ARI,CHI,1528.148,1617.481,0.46503914089152,0,21,0
1924-11-27,1924,0,0,KCB,GB,1314.765,1587.417,0.232305063504808,6,17,0
1924-11-27,1924,0,0,FYJ,DAY,1575.611,1394.004,0.805273193243766,32,7,1
1924-11-29,1924,0,0,FYJ,BFF,1587.021,1449.226,0.762671448591002,45,7,1
1924-11-30,1924,0,0,CHI,MIL,1645.916,1473.859,0.796507887320424,31,14,1
1924-11-30,1924,0,0,RAC,GB,1510.229,1597.966,0.467325458494702,7,0,1
1925-09-20,1925,0,0,GB,HAM,1552.054,1459.679,0.712165224598526,14,0,1
1925-09-20,1925,0,0,RII,CHI,1507.537,1606.023,0.451958435969113,0,0,0.5
1925-09-26,1925,0,0,FYJ,BFF,1570.295,1457.203,0.735980364213127,27,7,1
1925-09-27,1925,0,0,DPN,COL,1300,1493.847,0.322631866976617,7,0,1
1925-09-27,1925,0,0,GB,CHI,1566.603,1604.558,0.538842462085791,14,10,1
1925-09-27,1925,0,0,PTB,BFF,1478.004,1442.33,0.640958361366531,28,0,1
1925-09-27,1925,0,0,ARI,HAM,1501.476,1445.13,0.667860382152498,6,10,0
1925-09-27,1925,0,0,AKR,CIB,1437.337,1535.511,0.452403333138718,7,0,1
1925-09-27,1925,0,0,CBD,RCH,1502.032,1366.468,0.760339041882558,14,7,1
1925-09-27,1925,0,0,DUL,KCB,1502.215,1371.143,0.755595429893879,0,3,0
1925-09-27,1925,0,0,RII,DAY,1509.002,1423.396,0.704112290885518,0,0,0.5
1925-10-03,1925,0,0,FYJ,PRV,1585.167,1499.667,0.70398515021631,7,0,1
1925-10-04,1925,0,0,CIB,COL,1512.388,1463.924,0.657720246327142,3,0,1
1925-10-04,1925,0,0,RII,GB,1502.777,1581.267,0.480596079328695,3,0,1
1925-10-04,1925,0,0,AKR,KCB,1460.459,1394.143,0.680466323327684,14,7,1
1925-10-04,1925,0,0,DPN,CHI,1329.923,1589.894,0.245576885052644,0,0,0.5
1925-10-04,1925,0,0,BFF,RCH,1419.208,1357.334,0.674881075225899,0,0,0.5
1925-10-04,1925,0,0,PTB,PRV,1501.126,1488.145,0.61037641169424,0,6,0
1925-10-04,1925,0,0,ARI,MIL,1478.723,1477.16,0.594636820542016,34,0,1
1925-10-04,1925,0,0,CBD,DAY,1511.166,1429.621,0.699218844039893,14,0,1
1925-10-10,1925,0,0,FYJ,CBD,1596.69,1526.44,0.685370019711761,12,7,1
1925-10-11,1925,0,0,BFF,AKR,1413.875,1473,0.508453998889294,0,0,0.5
1925-10-11,1925,0,0,CIB,KCB,1521.413,1381.602,0.764765594763143,16,13,1
1925-10-11,1925,0,0,DUL,RII,1479.216,1517.267,0.538705137794823,0,12,0
1925-10-11,1925,0,0,PRV,NYG,1512.773,1300,0.831877165537039,14,0,1
1925-10-11,1925,0,0,GB,MIL,1566.777,1449.183,0.740985220538456,31,0,1
1925-10-11,1925,0,0,CHI,HAM,1582.135,1467.883,0.737275844253673,28,7,1
1925-10-11,1925,0,0,DPN,FYJ,1337.683,1607.312,0.235422933607458,3,0,1
1925-10-11,1925,0,0,ARI,COL,1506.701,1454.899,0.662032824141321,19,9,1
1925-10-11,1925,0,0,PTB,CBD,1476.498,1515.818,0.536889338127391,28,0,1
1925-10-17,1925,0,0,FYJ,NYG,1583.939,1291.915,0.886471528302705,5,3,1
1925-10-18,1925,0,0,CHI,CIB,1597.153,1527.38,0.684777612796352,7,0,1
1925-10-18,1925,0,0,CBD,AKR,1484.989,1473.258,0.608663827695817,3,20,0
1925-10-18,1925,0,0,BFF,COL,1413.617,1439.508,0.556045859247223,17,6,1
1925-10-18,1925,0,0,DPN,DAY,1361.055,1414.348,0.516841353985314,6,0,1
1925-10-18,1925,0,0,ARI,KCB,1522.092,1375.636,0.771577226370398,20,7,1
1925-10-18,1925,0,0,PRV,PTB,1520.857,1507.327,0.611127721745077,0,34,0
1925-10-18,1925,0,0,GB,RII,1583.355,1545.245,0.644179006868372,20,0,1
1925-10-18,1925,0,0,NYG,FYJ,1289.769,1586.085,0.208901120476532,0,14,0
1925-10-24,1925,0,0,FYJ,DAY,1596.323,1395.644,0.821914303760532,3,0,1
1925-10-25,1925,0,0,RII,KCB,1524.549,1364.637,0.784941236239639,3,3,0.5
1925-10-25,1925,0,0,GB,RCH,1604.051,1362.668,0.853670245365694,33,13,1
1925-10-25,1925,0,0,ARI,CHI,1533.091,1609.506,0.483578402825939,9,0,1
1925-10-25,1925,0,0,DPN,AKR,1379.76,1509.714,0.407597706284402,0,0,0.5
1925-10-31,1925,0,0,FYJ,COL,1600.729,1417.83,0.806436784055318,19,0,1
1925-11-01,1925,0,0,ARI,DUL,1556.997,1451.238,0.727696699568448,10,6,1
1925-11-01,1925,0,0,DPN,HAM,1382.578,1452.865,0.49239198262054,26,6,1
1925-11-01,1925,0,0,AKR,DAY,1506.896,1391.238,0.738840559943337,17,3,1
1925-11-01,1925,0,0,BFF,FYJ,1435.295,1611.151,0.345667470373709,3,12,0
1925-11-01,1925,0,0,MIL,GB,1432.605,1611.872,0.341239890055486,0,6,0
1925-11-01,1925,0,0,CHI,RII,1585.6,1515.858,0.684739091728495,6,0,1
1925-11-01,1925,0,0,NYG,CIB,1279.531,1515.027,0.272603399335796,19,0,1
1925-11-01,1925,0,0,PTB,COL,1552.391,1407.407,0.770080369551681,20,0,1
1925-11-01,1925,0,0,PRV,RCH,1475.793,1354.847,0.744671307792429,17,0,1
1925-11-03,1925,0,0,NYG,BFF,1326.774,1420.14,0.459268506030014,7,0,1
1925-11-07,1925,0,0,FYJ,AKR,1626.306,1519.968,0.728356644509146,17,7,1
1925-11-08,1925,0,0,DPN,MIL,1413.561,1419.98,0.583514910456676,21,0,1
1925-11-08,1925,0,0,PTB,AKR,1565.171,1507.881,0.669064688616197,21,0,1
1925-11-08,1925,0,0,PRV,BFF,1489.403,1397.358,0.711775669758828,10,0,1
1925-11-08,1925,0,0,CBD,CIB,1448.532,1467.784,0.565458795554434,6,0,1
1925-11-08,1925,0,0,NYG,COL,1349.556,1394.627,0.52864872332016,19,0,1
1925-11-08,1925,0,0,CHI,FYJ,1597.161,1638.393,0.534151642733104,19,0,1
1925-11-08,1925,0,0,ARI,GB,1565.131,1624.497,0.508107267149703,9,6,1
1925-11-11,1925,0,0,NYG,RCH,1377.543,1341.237,0.641795166381799,13,0,1
1925-11-11,1925,0,0,DPN,CIB,1438.64,1451.217,0.574875406498175,22,13,1
1925-11-14,1925,0,0,FYJ,PTB,1610.78,1584.553,0.628350009529406,20,0,1
1925-11-15,1925,0,0,NYG,PRV,1395.618,1502.305,0.44029382708701,13,12,1
1925-11-15,1925,0,0,PTB,RCH,1562.824,1323.163,0.852427639812531,14,6,1
1925-11-15,1925,0,0,RII,KCB,1504.297,1373.327,0.755486982359287,35,12,1
1925-11-15,1925,0,0,ARI,BFF,1578.734,1384.456,0.816456830604877,23,6,1
1925-11-15,1925,0,0,GB,DAY,1610.893,1378.167,0.847334802316108,7,0,1
1925-11-15,1925,0,0,CHI,DPN,1624.774,1457.762,0.791760226966243,14,0,1
1925-11-21,1925,0,0,FYJ,CIB,1632.509,1432.095,0.821690910336522,0,14,0
1925-11-22,1925,0,0,ARI,DAY,1588.226,1372.575,0.834181477100319,14,0,1
1925-11-22,1925,0,0,CHI,GB,1634.976,1616.486,0.617891216093698,21,0,1
1925-11-22,1925,0,0,RII,MIL,1518.567,1394.901,0.747636954535671,40,7,1
1925-11-22,1925,0,0,DPN,RCH,1447.56,1317.467,0.754553203892117,20,0,1
1925-11-22,1925,0,0,NYG,KCB,1403.527,1359.056,0.652527040422695,9,3,1
1925-11-22,1925,0,0,PTB,CIB,1568.52,1482.704,0.704364079822458,24,6,1
1925-11-22,1925,0,0,CBD,COL,1465.099,1366.639,0.719291795364043,6,0,1
1925-11-22,1925,0,0,PRV,FYJ,1494.396,1581.899,0.46766078816784,20,7,1
1925-11-26,1925,0,0,CIB,KCB,1466.411,1346.174,0.743894525230928,0,17,0
1925-11-26,1925,0,0,PTB,GB,1584.813,1593.727,0.580020359111715,31,0,1
1925-11-26,1925,0,0,DPN,RII,1461.288,1534.96,0.487522579843918,3,6,0
1925-11-26,1925,0,0,CHI,ARI,1657.735,1596.191,0.674464125869857,0,0,0.5
1925-11-28,1925,0,0,FYJ,GB,1553.511,1565.34,0.57592738433309,13,7,1
1925-11-29,1925,0,0,ARI,RII,1601.512,1548.424,0.663687176850461,7,0,1
1925-11-29,1925,0,0,NYG,DAY,1416.409,1364.61,0.662028960184962,23,0,1
1925-11-29,1925,0,0,CHI,COL,1652.414,1356.47,0.88872276975719,14,13,1
1925-11-29,1925,0,0,PRV,CIB,1522.783,1419.455,0.724914918848495,7,7,0.5
1925-11-29,1925,0,0,PTB,FYJ,1613.2,1569.626,0.651355360796962,49,0,1
1925-12-05,1925,0,0,CHI,FYJ,1653.739,1543.631,0.732629087871096,14,7,1
1925-12-06,1925,0,0,NYG,CHI,1436.808,1664.039,0.282138877290731,7,19,0
1925-12-06,1925,0,0,PRV,GB,1515.924,1549.225,0.545492368835934,10,13,0
1925-12-06,1925,0,0,ARI,PTB,1614.786,1639.195,0.558150812183276,7,21,0
1925-12-06,1925,0,0,CIB,CBD,1426.314,1475.268,0.523075646021544,6,0,1
1925-12-09,1925,0,0,PRV,CHI,1500.579,1677.518,0.344258758688081,9,6,1
1925-12-10,1925,0,0,ARI,MIL,1583.988,1378.508,0.825923606885735,59,0,1
1925-12-12,1925,0,0,CIB,FYJ,1444.741,1533.331,0.466103333673419,3,0,1
1925-12-12,1925,0,0,DPN,CHI,1447.824,1658.363,0.302000475506315,21,0,1
1925-12-12,1925,0,0,ARI,HAM,1596.682,1421.882,0.799055196305152,13,0,1
1925-12-13,1925,0,0,NYG,CHI,1423.328,1612.155,0.328979221488696,9,0,1
1925-12-13,1925,0,0,PRV,FYJ,1519.734,1518.368,0.594363441898985,6,14,0
1925-12-20,1925,0,0,CIB,FYJ,1459.704,1545.299,0.470396078309996,7,13,0
1926-09-19,1926,0,0,DUL,KCB,1463.736,1430.42,0.637828686678295,7,0,1
1926-09-19,1926,0,0,ARI,COL,1572.497,1405.097,0.792128238720992,14,0,1
1926-09-19,1926,0,0,GB,DPN,1544.714,1497.688,0.655854288187952,21,0,1
1926-09-19,1926,0,0,MIL,CHI,1412.209,1554.607,0.390422001547729,7,10,0
1926-09-25,1926,0,0,FYJ,AKR,1543.958,1494,0.659653715968257,6,6,0.5
1926-09-26,1926,0,0,ARI,LAB,1582.68,1300,0.880944720923355,15,0,1
1926-09-26,1926,0,0,BFF,AKR,1418.31,1498.869,0.477623755334232,7,0,1
1926-09-26,1926,0,0,PRV,BRL,1496.869,1300,0.818681377288401,13,0,1
1926-09-26,1926,0,0,GB,CHI,1564.958,1565.064,0.592318893097981,6,6,0.5
1926-09-26,1926,0,0,CBD,COL,1472.894,1394.914,0.694885303605042,2,14,0
1926-09-26,1926,0,0,MIL,DPN,1401.752,1477.443,0.484619268417466,6,0,1
1926-09-26,1926,0,0,RAC,HAM,1403.384,1443.212,0.536162168867713,6,3,1
1926-09-26,1926,0,0,HRT,NYG,1413.889,1472.382,0.509363231019248,0,21,0
1926-10-02,1926,0,0,FYJ,HRT,1539.088,1382.306,0.781884077963026,13,0,1
1926-10-03,1926,0,0,MIL,LAB,1421.908,1294.299,0.751895352121819,0,6,0
1926-10-03,1926,0,0,CBD,LOU,1434.77,1307.201,0.751852395197617,13,0,1
1926-10-03,1926,0,0,PRV,NYG,1505.421,1503.965,0.594488342964651,6,7,0
1926-10-03,1926,0,0,ARI,RAC,1588.381,1416.099,0.796717737363423,20,0,1
1926-10-03,1926,0,0,DPN,CHI,1457.288,1567.879,0.434763286231417,7,10,0
1926-10-03,1926,0,0,HRT,FYJ,1371.848,1549.547,0.343271819743046,0,10,0
1926-10-03,1926,0,0,AKR,HAM,1476.989,1430.497,0.655160136390633,17,0,1
1926-10-03,1926,0,0,PTB,COL,1614.995,1433.039,0.805588028741591,3,0,1
1926-10-03,1926,0,0,BFF,DAY,1440.19,1397.807,0.649796821940831,0,3,0
1926-10-03,1926,0,0,GB,DUL,1562.143,1478.154,0.702169360075627,0,0,0.5
1926-10-09,1926,0,0,FYJ,BFF,1565.207,1421.249,0.769032982481169,30,0,1
1926-10-10,1926,0,0,PRV,COL,1496.923,1428.192,0.683481417823618,19,0,1
1926-10-10,1926,0,0,PTB,DAY,1619.842,1416.748,0.823940036862115,24,6,1
1926-10-10,1926,0,0,HAM,DUL,1411.524,1484.32,0.488782536716331,0,26,0
1926-10-10,1926,0,0,BRL,HRT,1291.448,1356.188,0.500374170007765,6,0,1
1926-10-10,1926,0,0,DPN,KCB,1445.478,1416.002,0.632707006502386,10,0,1
1926-10-10,1926,0,0,RAC,MIL,1404.926,1389.838,0.613256971395366,2,13,0
1926-10-10,1926,0,0,CHI,NYG,1579.689,1512.463,0.681604236182878,7,0,1
1926-10-10,1926,0,0,AKR,CBD,1495.962,1446.813,0.658607398490772,0,0,0.5
1926-10-10,1926,0,0,GB,ARI,1555.977,1599.554,0.53079116251224,7,13,0
1926-10-16,1926,0,0,FYJ,NYG,1579.694,1499.972,0.697007221483895,6,0,1
1926-10-16,1926,0,0,BRL,PTB,1310.89,1629.083,0.188850593759407,0,21,0
1926-10-16,1926,0,0,COL,KCB,1410.315,1399.113,0.607938252795196,0,9,0
1926-10-17,1926,0,0,NYG,FYJ,1488.908,1590.758,0.447166552166884,0,6,0
1926-10-17,1926,0,0,DAY,BFF,1407.506,1406.762,0.593499903695366,6,7,0
1926-10-17,1926,0,0,PTB,BRL,1639.553,1300.42,0.91103810187191,14,0,1
1926-10-17,1926,0,0,ARI,CHI,1620.414,1592.18,0.63104396541169,0,16,0
1926-10-17,1926,0,0,RAC,DUL,1373.297,1516.425,0.389422366321052,0,21,0
1926-10-17,1926,0,0,CBD,LAB,1451.65,1326.369,0.749386974236241,13,16,0
1926-10-17,1926,0,0,DPN,LOU,1462.368,1295.157,0.791949035214686,47,0,1
1926-10-17,1926,0,0,GB,MIL,1535.116,1421.467,0.736602928920927,7,0,1
1926-10-23,1926,0,0,BRL,COL,1296.35,1381.314,0.471301073282332,20,12,1
1926-10-23,1926,0,0,FYJ,CBD,1607.874,1428.906,0.802880018530468,17,0,1
1926-10-24,1926,0,0,DPN,AKR,1476.938,1491.125,0.57260883251131,25,0,1
1926-10-24,1926,0,0,HRT,BRL,1336.745,1319.796,0.61579464814843,16,6,1
1926-10-24,1926,0,0,CHI,DUL,1629.52,1539.674,0.709171827389865,24,6,1
1926-10-24,1926,0,0,NYG,KCB,1471.791,1428.114,0.651489994850226,13,0,1
1926-10-24,1926,0,0,BFF,LAB,1415.243,1349.114,0.680232221442325,0,0,0.5
1926-10-24,1926,0,0,PRV,PTB,1514.8,1643.624,0.40916930688585,14,0,1
1926-10-24,1926,0,0,MIL,ARI,1411.335,1583.074,0.351047250990081,2,3,0
1926-10-24,1926,0,0,GB,RAC,1545.248,1350.048,0.817250844738588,35,0,1
1926-10-30,1926,0,0,FYJ,PRV,1618.132,1547.756,0.685526403972686,6,7,0
1926-10-31,1926,0,0,HRT,KCB,1354.509,1410.585,0.512839844842164,2,7,0
1926-10-31,1926,0,0,ARI,GB,1587.715,1556.96,0.634416295298926,0,3,0
1926-10-31,1926,0,0,PTB,BFF,1610.668,1409.747,0.822118116748396,14,0,1
1926-10-31,1926,0,0,PRV,FYJ,1557.883,1608.005,0.521398085141034,3,6,0
1926-10-31,1926,0,0,MIL,DUL,1406.694,1523.674,0.425747943668554,6,7,0
1926-10-31,1926,0,0,CHI,AKR,1645.52,1463.904,0.80528131706433,17,0,1
1926-10-31,1926,0,0,DPN,CBD,1504.159,1418.648,0.703998345531528,6,0,1
1926-11-02,1926,0,0,NYG,CBD,1489.32,1407.866,0.699108663181238,7,7,0.5
1926-11-06,1926,0,0,FYJ,ARI,1622.56,1569.325,0.663876028033041,33,7,1
1926-11-07,1926,0,0,NYG,ARI,1483.248,1548.299,0.499926605100688,20,0,1
1926-11-07,1926,0,0,PTB,AKR,1619.263,1453.782,0.790303414719333,34,0,1
1926-11-07,1926,0,0,HRT,CBD,1336.057,1413.939,0.48146980234285,16,7,1
1926-11-07,1926,0,0,DPN,DUL,1514.941,1529.44,0.572169239885291,0,0,0.5
1926-11-07,1926,0,0,MIL,GB,1400.928,1575.35,0.347536916857388,0,21,0
1926-11-07,1926,0,0,BRL,KCB,1302.032,1429.038,0.411701662702126,9,10,0
1926-11-07,1926,0,0,PRV,LAB,1543.328,1354.611,0.811611040944604,6,7,0
1926-11-07,1926,0,0,CHI,LOU,1655.642,1280.587,0.926434024730904,34,0,1
1926-11-07,1926,0,0,BFF,COL,1401.151,1357.868,0.650974856387948,26,0,1
1926-11-11,1926,0,0,PTB,LAB,1632.76,1367.329,0.870130571968328,10,0,1
1926-11-11,1926,0,0,NYG,DUL,1513.698,1531.641,0.567309389157059,14,13,1
1926-11-11,1926,0,0,PRV,CBD,1530.61,1389.919,0.765675685159201,21,2,1
1926-11-11,1926,0,0,CHI,ARI,1660.001,1517.849,0.767181238936751,10,0,1
1926-11-13,1926,0,0,FYJ,DUL,1643.586,1525.768,0.741232622316383,10,0,1
1926-11-14,1926,0,0,BRL,CBD,1296.481,1377.08,0.477566306292746,19,0,1
1926-11-14,1926,0,0,PRV,KCB,1543.449,1434.589,0.731219496810198,0,22,0
1926-11-14,1926,0,0,CHI,MIL,1670.206,1380.461,0.885144528471766,10,7,1
1926-11-14,1926,0,0,HRT,BFF,1360.077,1423.079,0.502875321438723,7,13,0
1926-11-14,1926,0,0,GB,LOU,1595.818,1276.228,0.901488856015397,14,0,1
1926-11-14,1926,0,0,NYG,LAB,1519.571,1361.914,0.782741858895646,0,6,0
